First Name,Last Name,Email,Courses,Grades,Marks
Mark,Cox,thompsonlaura@example.org,"English, History, Math","B, D, D","68, 92, 79"
Marie,Serrano,gfox@example.net,"English, Math, History","F, B, D","95, 72, 81"
Harold,Fisher,sstein@example.com,"English, Math, History","A, A, B","86, 74, 59"
Jason,Grant,gandrews@example.net,"English, Math, History","C, B, F","64, 53, 83"
Alan,Richardson,williamward@example.com,"History, English, Math","A, A, D","93, 86, 98"
Bethany,Nguyen,anthonybates@example.com,"History, English, Math","F, D, A","72, 69, 51"
Ronald,Smith,apalmer@example.com,"History, English, Math","B, C, F","79, 62, 61"
Tom,Garcia,fisherroger@example.net,"English, History, Math","C, A, F","81, 88, 100"
Kristen,Webb,ellisheather@example.com,"History, English, Math","C, C, A","53, 62, 90"
Donna,Craig,baldwinbob@example.net,"History, Math, English","D, A, D","85, 87, 67"
Darlene,Webb,samanthaolson@example.org,"History, Math, English","C, D, C","70, 80, 56"
Colleen,Smith,teresamorgan@example.com,"History, English, Math","D, B, F","86, 100, 58"
Timothy,Cole,sarahowens@example.org,"Math, English, History","B, F, D","59, 82, 73"
Jerry,Casey,nmoore@example.org,"Math, History, English","A, B, C","97, 52, 52"
Christine,Schwartz,danielharrison@example.org,"English, History, Math","D, B, B","93, 75, 64"
Jeffrey,Castro,jimmycox@example.org,"Math, History, English","D, F, F","77, 54, 87"
Jeffrey,Robinson,stephanie26@example.org,"Math, English, History","A, F, B","100, 85, 99"
Erin,Tran,gregoryhoward@example.org,"History, English, Math","F, D, F","82, 79, 97"
Kyle,Walter,dianacohen@example.com,"History, Math, English","A, B, A","67, 73, 65"
Stacy,Griffin,beckjohn@example.com,"History, English, Math","D, A, C","75, 75, 75"
Christopher,Porter,millsrussell@example.net,"English, History, Math","B, D, D","66, 79, 69"
Audrey,Johnson,elevy@example.org,"English, Math, History","C, D, B","50, 55, 70"
Pam,Ramirez,caseykenneth@example.com,"History, English, Math","F, D, A","78, 69, 50"
David,Davis,jacquelinerobinson@example.com,"English, History, Math","B, D, F","75, 71, 58"
Eric,Medina,emily85@example.com,"History, Math, English","A, A, F","52, 57, 61"
Alex,Byrd,evanrussell@example.org,"History, Math, English","D, F, C","75, 65, 70"
Jamie,Anderson,maria91@example.net,"English, Math, History","F, F, B","85, 97, 51"
Elizabeth,Jensen,benjamin85@example.net,"English, History, Math","B, D, B","97, 74, 96"
Dustin,Williams,cwilliams@example.net,"History, Math, English","A, F, B","88, 83, 56"
Denise,Wang,fsalazar@example.org,"Math, History, English","D, C, D","62, 66, 50"
Amanda,Miller,vasquezjose@example.org,"English, History, Math","D, F, F","62, 55, 72"
Linda,Keller,vthomas@example.com,"English, History, Math","B, F, C","66, 72, 74"
George,Martinez,stephanie01@example.org,"English, History, Math","C, B, B","85, 70, 52"
Carolyn,Washington,brendachen@example.net,"History, English, Math","A, D, A","92, 79, 85"
Gabrielle,Olson,robertmeadows@example.com,"History, Math, English","A, C, B","75, 100, 53"
Robert,Smith,johnsonamber@example.com,"History, English, Math","C, B, A","92, 97, 98"
Yolanda,Park,hubbardjennifer@example.net,"History, Math, English","B, C, F","61, 76, 60"
William,Morales,jamessmith@example.net,"English, History, Math","B, D, C","99, 82, 78"
Allison,Clark,pjohnson@example.com,"Math, History, English","B, D, A","85, 77, 68"
Denise,Johnston,donald27@example.com,"Math, History, English","D, D, A","59, 81, 67"
Fernando,Harris,lgibson@example.com,"Math, History, English","D, D, B","64, 53, 63"
Caleb,Hale,wardwayne@example.org,"English, History, Math","F, A, C","69, 88, 53"
Jaime,Kline,stevenwallace@example.org,"History, English, Math","D, C, D","83, 64, 91"
Heidi,Howe,valenzuelaheather@example.com,"History, Math, English","D, A, F","80, 54, 97"
Derek,Rodriguez,nicholas40@example.net,"Math, English, History","F, D, C","79, 96, 66"
Ashley,Lang,david36@example.org,"Math, History, English","D, D, D","62, 56, 56"
Jason,Drake,adamsmarvin@example.com,"Math, History, English","B, F, F","97, 55, 72"
Patrick,Jackson,cory86@example.net,"English, History, Math","B, A, D","82, 83, 71"
Jason,Washington,bfarley@example.net,"Math, English, History","B, F, D","66, 67, 56"
Carolyn,Greene,cblackburn@example.com,"Math, English, History","C, F, B","85, 51, 55"
Nicholas,Garcia,julie99@example.net,"Math, English, History","C, C, D","86, 51, 62"
Andrew,Ingram,joshua38@example.org,"History, English, Math","B, A, C","98, 90, 62"
Alyssa,Fuentes,markjones@example.org,"Math, History, English","C, F, D","59, 85, 82"
Amber,Hale,leericardo@example.org,"History, Math, English","C, A, B","72, 64, 93"
Erin,Osborne,bowmanrobin@example.com,"History, Math, English","B, A, B","65, 67, 77"
Mark,Smith,allisonrenee@example.org,"English, Math, History","C, C, F","80, 90, 63"
Alyssa,Hunt,garrisonlaura@example.org,"Math, History, English","A, D, B","53, 62, 93"
Michael,Campbell,chaddavis@example.org,"Math, English, History","C, C, D","52, 52, 80"
Steven,Lee,samantha18@example.org,"History, English, Math","A, B, A","63, 65, 76"
Andrew,Bennett,edwardsronnie@example.net,"English, History, Math","B, A, C","88, 61, 84"
Tara,Hernandez,meaganorr@example.org,"History, English, Math","D, A, A","86, 75, 88"
Tara,Hall,faithlee@example.org,"History, English, Math","B, C, F","79, 64, 98"
Brittany,Hernandez,whitetimothy@example.org,"English, Math, History","C, D, B","84, 52, 98"
Zachary,Mueller,perrytiffany@example.com,"English, History, Math","A, B, B","75, 57, 58"
Kimberly,Roy,wgonzalez@example.org,"History, English, Math","F, A, B","65, 71, 86"
Brian,Rowe,zvelasquez@example.net,"Math, English, History","A, F, B","75, 52, 85"
Dan,Harrison,taylor38@example.net,"History, Math, English","C, F, D","60, 63, 79"
Daniel,Johnson,benjaminowens@example.net,"English, History, Math","A, C, F","85, 95, 85"
Tyler,Sanchez,combscarla@example.net,"English, Math, History","B, F, B","93, 69, 78"
Catherine,Frazier,smithjoshua@example.org,"Math, English, History","C, C, B","54, 66, 88"
Angela,George,qhoover@example.org,"History, English, Math","C, F, C","74, 76, 75"
Tiffany,Ramirez,ikrueger@example.org,"Math, English, History","F, C, D","58, 92, 75"
Susan,Gonzalez,erodriguez@example.net,"English, History, Math","C, B, F","73, 94, 52"
Jonathon,Lynch,jkaiser@example.com,"English, History, Math","A, A, D","53, 98, 85"
Derek,Lane,nunezdennis@example.net,"English, History, Math","C, C, D","92, 80, 95"
Joseph,Norton,wellsmatthew@example.org,"Math, History, English","D, F, B","98, 80, 97"
Kari,Hall,ljohns@example.org,"History, English, Math","C, D, A","56, 65, 88"
Joshua,Hall,dominic19@example.org,"History, Math, English","F, D, B","76, 55, 80"
Alexandra,Rodriguez,bentonzachary@example.org,"History, Math, English","A, D, D","89, 88, 59"
Randy,Sanchez,barbara91@example.com,"History, Math, English","F, C, B","82, 78, 82"
Bridget,Cooper,richard31@example.org,"English, History, Math","F, C, A","89, 50, 68"
Terri,Stanley,ryanandrews@example.com,"English, Math, History","D, C, D","66, 59, 82"
Catherine,Thomas,frank98@example.org,"History, English, Math","C, F, B","69, 100, 65"
Paul,Snyder,murphyderek@example.net,"History, English, Math","C, B, A","92, 90, 81"
Maria,Cunningham,ptorres@example.com,"Math, English, History","F, B, D","69, 55, 87"
Bonnie,Tran,bonillatimothy@example.org,"Math, History, English","F, F, F","100, 84, 72"
Sarah,Murphy,riveratyler@example.net,"Math, History, English","F, B, A","96, 98, 80"
Brent,Hull,eallen@example.com,"Math, History, English","B, F, C","64, 60, 78"
Christopher,Hernandez,maria31@example.org,"English, History, Math","C, F, B","64, 78, 87"
Angelica,Ray,brownmaria@example.org,"History, Math, English","F, D, F","56, 98, 78"
Craig,Warren,donald10@example.net,"History, English, Math","F, C, A","64, 58, 93"
Kathy,Wright,darmstrong@example.com,"History, English, Math","B, C, D","91, 97, 71"
Wayne,Ware,rdavis@example.org,"History, English, Math","A, A, A","100, 50, 56"
Nicholas,Ryan,aguerrero@example.com,"History, English, Math","B, B, D","54, 73, 82"
Mark,Wilson,jennifer13@example.org,"History, English, Math","C, A, F","73, 92, 59"
David,Espinoza,hunterdeborah@example.net,"History, English, Math","A, A, C","56, 85, 65"
Kathryn,Kelly,alexander23@example.com,"History, Math, English","D, F, B","95, 97, 68"
Michael,Baker,garrisonbrandon@example.com,"English, History, Math","C, B, F","64, 64, 97"
Michael,Andrews,hernandezsharon@example.net,"English, Math, History","F, A, A","51, 94, 51"
Jessica,Hendricks,davidberry@example.com,"Math, History, English","B, A, D","62, 95, 86"
Yolanda,Alexander,nelsonrobert@example.net,"English, History, Math","C, B, B","67, 96, 62"
Robert,Olson,mike52@example.net,"History, Math, English","F, F, C","73, 67, 72"
Rachael,Williams,twalter@example.com,"Math, History, English","D, F, D","77, 74, 73"
Christian,Thomas,wooddiana@example.org,"History, Math, English","F, B, D","97, 57, 99"
Bryan,Moore,danielle96@example.net,"History, Math, English","D, C, B","100, 87, 98"
Angela,Allen,wilsonmichael@example.com,"Math, English, History","B, D, F","83, 58, 70"
Jason,Turner,gonzalezlori@example.net,"History, English, Math","F, A, D","83, 55, 65"
Christopher,Hall,lindasilva@example.net,"Math, History, English","B, B, F","99, 63, 86"
Makayla,Cook,showell@example.org,"History, Math, English","C, B, C","54, 90, 100"
Anna,Christensen,zacharyrobbins@example.com,"History, English, Math","C, A, C","54, 56, 83"
Matthew,Morris,nmckee@example.com,"History, Math, English","F, B, F","56, 56, 94"
Dalton,Salas,zjoseph@example.net,"History, English, Math","D, B, A","77, 95, 66"
Ronald,Brown,jacquelineallen@example.com,"English, History, Math","D, A, F","50, 88, 72"
Erika,Smith,oreed@example.com,"History, Math, English","A, B, B","53, 74, 94"
Nicholas,Jacobs,cruzjames@example.org,"English, History, Math","D, F, B","78, 77, 85"
Patrick,Allen,osmith@example.net,"English, History, Math","C, C, B","73, 56, 70"
Joann,Kelly,noblecaitlin@example.com,"History, English, Math","D, D, F","85, 80, 62"
Christopher,Ortiz,vjones@example.com,"English, Math, History","D, D, F","51, 77, 81"
Sherri,Martin,qmurphy@example.com,"English, History, Math","A, A, C","68, 97, 64"
Marissa,Jones,christophermendez@example.com,"English, Math, History","C, C, D","96, 69, 53"
Lisa,Ball,iday@example.org,"English, History, Math","D, C, D","67, 81, 64"
Dennis,Knapp,ibryant@example.net,"English, Math, History","C, D, B","82, 69, 68"
Kathy,Williams,amandathomas@example.org,"History, Math, English","B, F, F","65, 58, 68"
Laura,Davis,barnetteric@example.org,"Math, History, English","C, D, B","90, 69, 50"
Michael,Houston,ukennedy@example.net,"Math, History, English","C, A, C","76, 77, 82"
Jamie,Griffin,kathyjones@example.net,"English, History, Math","F, A, B","70, 71, 58"
Sally,Simmons,paul93@example.org,"English, History, Math","F, B, D","89, 66, 95"
Douglas,Potts,alan05@example.com,"History, English, Math","A, C, C","70, 92, 65"
Robin,Parker,roberthernandez@example.net,"Math, History, English","A, B, A","99, 80, 81"
Michael,Jackson,fieldssarah@example.net,"Math, English, History","B, F, D","96, 92, 67"
Todd,Brown,andreareynolds@example.org,"History, Math, English","B, A, D","78, 66, 51"
Jason,Stout,cbrown@example.org,"History, Math, English","A, C, C","98, 95, 90"
Mariah,Johnson,ruizerin@example.org,"History, English, Math","A, C, A","59, 89, 58"
Justin,Daniel,colonjames@example.com,"English, Math, History","F, C, D","75, 58, 98"
Donald,Hill,jacquelinewalter@example.net,"Math, History, English","B, F, B","57, 64, 70"
Melissa,King,daryl37@example.com,"Math, English, History","D, F, C","79, 70, 79"
Theresa,Avery,nicole93@example.com,"English, Math, History","C, B, B","85, 91, 89"
Deanna,Anderson,alecallen@example.com,"Math, English, History","A, D, C","70, 87, 93"
Grant,Kent,ohogan@example.org,"History, Math, English","A, A, C","58, 91, 91"
Chad,Armstrong,dstephens@example.org,"English, History, Math","C, D, B","72, 96, 68"
Gregory,Moran,knoxnathaniel@example.net,"English, Math, History","F, D, A","69, 72, 80"
Donald,Nunez,elizabethfernandez@example.org,"English, History, Math","F, D, A","97, 74, 72"
Makayla,Diaz,aaronrose@example.com,"Math, History, English","B, D, D","90, 88, 58"
George,Garcia,brentowens@example.org,"Math, History, English","A, A, F","87, 99, 91"
Erin,Garcia,harmonkayla@example.net,"Math, English, History","B, C, B","83, 98, 78"
Justin,Gonzales,burkemiguel@example.net,"English, History, Math","B, A, C","67, 85, 85"
Michael,Miller,oaguirre@example.com,"Math, History, English","D, A, D","85, 52, 85"
Michelle,Bell,joehenson@example.net,"History, English, Math","C, F, B","87, 65, 98"
Chad,Summers,philip92@example.org,"History, Math, English","A, A, C","85, 71, 73"
Marie,Hubbard,njohnson@example.net,"History, Math, English","A, B, B","60, 58, 69"
Katherine,Gomez,joel63@example.com,"English, Math, History","A, C, A","98, 61, 64"
Daniel,Marshall,rfields@example.net,"History, Math, English","D, A, B","77, 62, 57"
Ruben,Lynch,johnmurray@example.org,"English, Math, History","F, F, F","56, 52, 75"
Chelsea,Williamson,jenniferflowers@example.net,"Math, English, History","D, A, B","100, 86, 62"
Douglas,Johnson,zlara@example.com,"Math, History, English","C, C, F","51, 60, 52"
James,Avila,mckinneyjacqueline@example.com,"Math, English, History","B, D, F","57, 83, 93"
Kevin,Goodwin,murphybenjamin@example.net,"Math, English, History","D, A, B","62, 95, 70"
Emma,Green,thomas37@example.com,"History, English, Math","D, C, A","63, 89, 50"
Valerie,Oconnell,brendahernandez@example.org,"English, History, Math","D, F, C","87, 55, 63"
William,Howard,jscott@example.net,"Math, English, History","A, A, A","76, 59, 60"
Steven,Moreno,heather52@example.org,"Math, English, History","A, A, F","72, 80, 52"
Bryce,Mcdonald,douglaspeterson@example.net,"Math, English, History","A, C, D","89, 56, 59"
Jenna,Miller,johnbrown@example.org,"Math, History, English","F, F, A","92, 83, 51"
Jerry,Buchanan,wparsons@example.com,"English, Math, History","B, A, B","82, 66, 98"
Melissa,Martin,xevans@example.net,"History, English, Math","F, D, D","81, 97, 78"
Tiffany,Martin,natalie25@example.org,"English, Math, History","C, F, F","75, 95, 87"
Steven,Lawson,russellwarren@example.org,"English, History, Math","F, C, D","62, 66, 50"
Leslie,Garcia,laurie11@example.org,"Math, History, English","C, F, C","64, 91, 52"
Timothy,Collins,sergioobrien@example.org,"English, Math, History","F, B, C","69, 61, 63"
Carrie,Hawkins,sextonkaren@example.com,"History, Math, English","C, F, F","93, 82, 94"
Joann,Brown,moralisa@example.org,"History, Math, English","F, B, B","70, 90, 99"
Kenneth,Thomas,navarrodanny@example.net,"Math, English, History","D, B, F","72, 73, 96"
Denise,Bentley,nguyenalexandra@example.com,"English, History, Math","F, F, D","85, 58, 64"
Julia,Conner,navarrosuzanne@example.com,"Math, English, History","D, C, F","96, 79, 70"
Bridget,Butler,gpowers@example.com,"History, English, Math","F, D, B","57, 59, 91"
Kyle,Torres,smithtara@example.net,"Math, English, History","F, D, A","65, 71, 59"
James,Edwards,kathleenwise@example.net,"English, History, Math","D, F, C","92, 63, 99"
Walter,Collins,mitchellchad@example.net,"History, Math, English","F, B, D","99, 57, 57"
Courtney,Howard,james96@example.com,"English, History, Math","F, C, B","55, 77, 58"
George,Mitchell,msmith@example.net,"Math, English, History","D, C, B","76, 71, 60"
Norma,Pierce,angelaswanson@example.org,"Math, English, History","F, F, A","74, 53, 96"
Krystal,Roberts,jennifer79@example.com,"English, Math, History","A, C, F","86, 67, 78"
Joseph,Adams,wallerchristine@example.net,"English, History, Math","C, C, C","68, 68, 90"
Danielle,Dixon,caindaniel@example.org,"History, Math, English","B, A, A","53, 96, 58"
Juan,Thomas,jackiecarr@example.net,"History, English, Math","F, A, F","59, 77, 98"
Courtney,Goodman,joshua88@example.com,"English, Math, History","D, D, B","85, 72, 88"
Evan,Howard,raymondperez@example.org,"History, Math, English","C, B, C","60, 78, 54"
Morgan,Cruz,xdeleon@example.org,"English, Math, History","F, D, C","59, 96, 95"
Jessica,Hoffman,jalvarez@example.net,"History, English, Math","A, C, F","86, 57, 97"
Megan,Boyd,ballardrobin@example.net,"English, Math, History","D, F, D","73, 90, 58"
Michelle,Schroeder,wendyrice@example.net,"Math, English, History","D, D, A","58, 75, 59"
Michael,Novak,frich@example.org,"Math, History, English","B, C, C","63, 77, 60"
Teresa,Scott,thomasrobert@example.net,"Math, English, History","F, A, B","81, 96, 51"
Henry,Scott,yhudson@example.net,"History, English, Math","F, D, C","54, 68, 69"
Patrick,Forbes,wbrooks@example.org,"History, Math, English","A, F, F","68, 74, 90"
Melissa,Larsen,lewisblake@example.net,"English, Math, History","F, B, D","67, 93, 60"
Andrew,Garcia,mary81@example.net,"English, Math, History","D, C, F","55, 78, 67"
Stacey,Davis,halerachel@example.com,"History, Math, English","B, C, B","62, 66, 97"
Sydney,Mcdonald,christophermercer@example.org,"Math, English, History","A, D, A","67, 73, 69"
Crystal,Jones,ksmith@example.com,"History, Math, English","B, F, A","77, 99, 71"
Tina,Johnson,mayedwin@example.com,"Math, English, History","D, F, F","96, 98, 68"
Harry,Adams,omartin@example.net,"Math, History, English","D, F, B","74, 68, 67"
Randall,Collins,james55@example.org,"Math, English, History","C, C, D","97, 83, 73"
John,Torres,tinawilson@example.net,"English, History, Math","C, B, B","68, 70, 81"
Ann,Davidson,carlosmunoz@example.net,"English, History, Math","B, C, F","78, 83, 70"
Carol,Anderson,juanjohnson@example.org,"English, Math, History","B, F, D","96, 69, 82"
Jason,Martinez,twall@example.net,"Math, History, English","D, C, F","76, 86, 89"
Gerald,Parker,kmcconnell@example.org,"English, History, Math","A, D, B","71, 66, 96"
Kara,Wilkinson,ryan39@example.org,"History, English, Math","A, B, A","75, 60, 96"
Mackenzie,Smith,pwalters@example.com,"History, Math, English","D, D, D","63, 84, 100"
John,Hall,phillipsandoval@example.com,"English, History, Math","B, B, D","61, 92, 77"
Andrea,Dominguez,william98@example.org,"History, Math, English","A, D, F","84, 97, 78"
Kevin,Mason,ana05@example.org,"History, English, Math","C, F, C","70, 90, 81"
Brian,Herring,iwoods@example.net,"History, Math, English","C, B, A","84, 80, 58"
Stephanie,Montgomery,jjacobs@example.net,"English, Math, History","B, A, B","61, 67, 53"
Tyler,Lam,mitchellward@example.org,"Math, English, History","B, B, A","50, 54, 83"
Ronald,Pena,smithnicole@example.net,"English, History, Math","B, C, A","67, 64, 86"
Andrea,Davies,lejames@example.net,"Math, History, English","D, A, D","65, 97, 50"
Alexandra,Shah,ewhitaker@example.org,"Math, English, History","C, D, B","76, 79, 53"
Theresa,Baker,owashington@example.org,"Math, English, History","F, C, D","83, 72, 82"
Tracey,Porter,thomas88@example.org,"Math, English, History","C, D, F","88, 57, 51"
Tricia,Hendricks,adamsanna@example.com,"English, History, Math","D, D, D","73, 84, 74"
Michael,Parks,maldonadomatthew@example.com,"English, History, Math","B, A, C","58, 81, 78"
Walter,Morris,davilanorman@example.net,"Math, English, History","F, A, F","63, 63, 82"
Steven,Liu,pmitchell@example.com,"History, Math, English","D, D, C","82, 84, 97"
David,Mcmillan,markharris@example.net,"History, Math, English","B, D, C","94, 77, 68"
Ann,Murray,josephparker@example.org,"Math, English, History","B, D, D","65, 50, 89"
Dylan,Solis,reynoldsjacob@example.com,"Math, English, History","F, A, D","91, 53, 76"
Craig,Washington,richardparker@example.org,"English, Math, History","C, B, C","85, 62, 78"
Joshua,Singh,robertrodriguez@example.com,"English, History, Math","B, B, D","79, 68, 81"
Melissa,Dennis,andrewhernandez@example.com,"English, Math, History","C, D, F","90, 93, 80"
Stephen,Johnson,carrwhitney@example.net,"History, English, Math","B, A, F","95, 96, 68"
Benjamin,Stephens,andrea12@example.com,"History, English, Math","F, C, F","76, 59, 74"
John,Kennedy,stacey23@example.net,"Math, History, English","A, C, F","80, 53, 90"
Tina,Shelton,obowman@example.net,"History, Math, English","D, D, A","84, 96, 87"
Donald,Wright,xcortez@example.com,"History, English, Math","C, B, A","82, 83, 100"
Laura,Mann,qjohnson@example.com,"Math, History, English","B, F, D","51, 59, 87"
Thomas,Thomas,melissa62@example.org,"Math, English, History","D, B, D","62, 93, 71"
Stephanie,Nelson,ugriffin@example.com,"Math, History, English","A, F, F","71, 56, 83"
Vanessa,Mitchell,sjackson@example.com,"History, Math, English","C, F, D","93, 73, 63"
Angelica,Burgess,omathis@example.net,"History, English, Math","A, A, C","71, 100, 93"
Nicholas,Cobb,maria64@example.org,"English, History, Math","C, C, A","51, 57, 82"
James,Phelps,jacobreyes@example.net,"History, English, Math","C, F, F","78, 64, 55"
Steven,Keith,jacksonchristie@example.org,"History, English, Math","D, D, D","96, 92, 89"
Sherry,Nelson,lindamcdonald@example.com,"Math, English, History","A, B, F","57, 51, 96"
Amy,Aguirre,emily90@example.org,"History, Math, English","A, C, C","58, 55, 72"
Whitney,Rodriguez,jcampbell@example.com,"History, Math, English","C, C, D","54, 65, 80"
Jasmine,Gilbert,denisethompson@example.org,"English, Math, History","A, D, B","63, 54, 61"
Jessica,Robinson,espinozarebecca@example.net,"History, Math, English","C, F, B","79, 56, 91"
Lisa,Hansen,jessicasanchez@example.com,"Math, History, English","B, A, A","95, 87, 81"
Mary,Hale,reneedavis@example.net,"English, Math, History","F, B, F","71, 97, 76"
Joshua,Rivers,andrea32@example.com,"History, Math, English","A, B, D","100, 100, 92"
Angela,Jones,dennisclark@example.net,"History, English, Math","D, C, C","55, 59, 69"
Connie,Downs,gregoryrichmond@example.net,"History, Math, English","B, B, C","92, 53, 56"
Peggy,Spencer,tburch@example.com,"History, English, Math","C, D, D","90, 60, 62"
Reginald,Mcdaniel,brandon16@example.com,"History, English, Math","F, F, F","58, 89, 78"
John,Underwood,tmartin@example.com,"History, English, Math","C, B, D","60, 73, 54"
Manuel,Gould,chad12@example.org,"English, History, Math","A, A, A","99, 63, 88"
Chase,Johnson,jthomas@example.net,"English, History, Math","C, C, D","73, 76, 89"
Paul,Warren,christinagibson@example.org,"Math, English, History","D, F, F","83, 91, 65"
Daniel,Nunez,wangmark@example.org,"Math, History, English","D, A, B","90, 83, 52"
Julia,Thomas,brianna33@example.org,"English, Math, History","F, F, F","52, 81, 50"
James,Oneill,bowens@example.com,"Math, English, History","C, F, C","93, 58, 56"
Deborah,Mann,deniseward@example.com,"Math, English, History","A, F, D","95, 55, 56"
Jessica,Hernandez,umiller@example.org,"English, Math, History","D, B, A","90, 84, 69"
Katherine,Davis,ybaldwin@example.org,"History, Math, English","B, D, B","99, 77, 73"
Victoria,Barker,johnsonjames@example.net,"English, History, Math","A, F, B","84, 72, 52"
John,Chandler,wardandrew@example.net,"English, History, Math","B, A, C","90, 54, 79"
Kenneth,Gonzalez,laura94@example.net,"Math, History, English","F, A, D","68, 53, 86"
Theresa,Ewing,qgraham@example.com,"English, Math, History","A, B, C","77, 56, 88"
Michael,Fleming,ohernandez@example.net,"English, Math, History","A, B, B","60, 99, 95"
Joshua,Fuentes,monique97@example.org,"Math, History, English","C, A, D","99, 95, 53"
Angela,Johnson,arichardson@example.org,"History, Math, English","F, C, A","61, 59, 70"
Kevin,Payne,mcdonaldbryan@example.com,"Math, English, History","C, F, F","91, 86, 90"
Brittney,Charles,etyler@example.com,"History, English, Math","B, F, D","90, 50, 57"
Brittany,Pacheco,stevemiller@example.com,"History, English, Math","B, D, F","54, 76, 60"
Elizabeth,Buck,sharon46@example.com,"Math, History, English","F, C, F","97, 65, 56"
Elizabeth,Edwards,marietate@example.com,"Math, History, English","D, B, C","86, 94, 66"
Joshua,Weeks,larsonjoseph@example.net,"English, History, Math","F, B, D","54, 65, 86"
Timothy,Ellison,wjackson@example.com,"English, Math, History","F, F, F","53, 52, 94"
Daniel,Thompson,pricealicia@example.org,"English, Math, History","F, F, F","82, 65, 57"
Elizabeth,Davidson,zpeterson@example.net,"History, English, Math","D, A, D","97, 84, 60"
Michael,Moore,eward@example.net,"English, Math, History","D, B, B","66, 85, 61"
Robin,Fleming,kelseylewis@example.net,"Math, History, English","C, F, B","83, 76, 94"
Jill,Porter,oliverhenry@example.com,"Math, English, History","C, C, A","74, 69, 82"
Brian,Newton,tracifranco@example.net,"English, Math, History","F, F, D","53, 83, 57"
Victoria,Davis,michele98@example.net,"English, History, Math","F, B, C","79, 73, 74"
Anna,Nguyen,ndelgado@example.net,"History, Math, English","C, F, A","72, 69, 77"
Scott,Jones,karencampbell@example.org,"History, Math, English","A, A, F","69, 76, 73"
Robert,Sullivan,eadams@example.net,"Math, History, English","B, C, B","53, 70, 82"
Paul,Franklin,vasquezfrank@example.net,"Math, History, English","C, C, C","81, 70, 63"
Erin,Johnson,nathaniel36@example.com,"English, History, Math","D, B, B","65, 95, 51"
Michael,Brady,brendadeleon@example.com,"History, Math, English","C, D, D","53, 78, 58"
Brett,Smith,joshuaevans@example.org,"History, Math, English","C, A, A","91, 61, 64"
Steve,Coleman,ulopez@example.net,"English, History, Math","F, C, F","99, 99, 68"
Christina,Nelson,millsnathan@example.net,"Math, History, English","C, D, F","66, 92, 71"
John,James,princepeggy@example.net,"Math, English, History","B, A, F","81, 55, 88"
Darren,Washington,rrichards@example.org,"History, Math, English","C, C, B","61, 83, 52"
Michael,Gray,craigstafford@example.net,"History, Math, English","D, F, A","64, 84, 85"
Wanda,Compton,bfranco@example.net,"English, History, Math","C, A, F","100, 76, 67"
Amanda,Davidson,angelneal@example.net,"History, English, Math","F, D, C","58, 86, 55"
Amber,Henson,danielscott@example.org,"Math, English, History","F, C, A","69, 57, 86"
Brittany,White,jessica13@example.net,"English, History, Math","B, D, B","61, 87, 76"
Sarah,Johnson,icooper@example.org,"History, English, Math","C, B, F","67, 90, 79"
Joseph,Estrada,websterashley@example.com,"History, Math, English","D, C, A","99, 54, 78"
Kelly,Reed,maryhines@example.net,"History, English, Math","B, F, D","55, 81, 75"
Dustin,Rodgers,james07@example.org,"Math, English, History","D, B, A","51, 55, 100"
Michelle,Patterson,schultzdavid@example.com,"History, English, Math","F, B, D","71, 83, 59"
Derrick,Weber,dustinbutler@example.com,"Math, History, English","F, A, F","75, 96, 57"
Maria,Hester,mariabautista@example.org,"Math, History, English","D, A, C","76, 87, 89"
Angelica,Fernandez,nicolesolis@example.com,"Math, History, English","D, B, B","90, 69, 90"
David,Gray,shannon92@example.com,"English, History, Math","B, A, F","87, 74, 68"
William,Lloyd,phudson@example.org,"History, English, Math","D, F, D","68, 63, 86"
Christina,Stevenson,osilva@example.org,"Math, English, History","B, A, A","84, 79, 66"
Dennis,Walker,sean60@example.com,"History, Math, English","D, C, F","78, 69, 76"
Alicia,Pham,braunpatrick@example.org,"English, History, Math","B, B, B","97, 58, 77"
Tony,Santos,nicholasschultz@example.com,"English, Math, History","D, F, A","64, 58, 64"
Mitchell,Young,xmartin@example.com,"English, Math, History","D, F, A","65, 70, 86"
Matthew,Clark,kayla80@example.com,"Math, English, History","C, C, D","91, 59, 51"
Maria,Deleon,blee@example.com,"Math, English, History","D, F, A","70, 50, 62"
David,Ross,dianacarson@example.net,"Math, English, History","C, B, D","88, 64, 62"
Crystal,Johnson,jonesjessica@example.com,"English, History, Math","D, F, F","83, 57, 93"
Jimmy,Jackson,georgefernandez@example.com,"Math, English, History","A, B, A","76, 79, 59"
Jessica,Davis,helen06@example.com,"English, History, Math","D, C, D","63, 100, 80"
Clinton,Johnson,marcus77@example.net,"History, Math, English","D, C, A","52, 63, 61"
Peter,Schaefer,rivasbrittany@example.net,"Math, English, History","D, D, B","95, 95, 53"
Holly,Scott,gardnerlori@example.org,"Math, History, English","A, A, A","68, 83, 88"
Daniel,Flowers,dburke@example.com,"English, History, Math","D, F, A","73, 80, 92"
Stephen,Murphy,nicolediaz@example.com,"English, History, Math","B, A, C","84, 84, 56"
Crystal,Lang,zwilkins@example.net,"English, Math, History","F, F, F","81, 90, 87"
Joseph,Martinez,alisonpratt@example.org,"History, English, Math","B, B, B","73, 60, 60"
Bradley,Murray,johnbeck@example.net,"Math, History, English","B, B, F","63, 72, 96"
